SurvYear,SurvMonth,GrYrMo,OrigSeq,COL,DEPT,MAJ,Level,Gender,Ethnic,AgeAtGrad,Disability,Birthdate,StartSem,StartYr,PrevBachMajor,PrevBachInstitu,PrevBachYr,_ndPrevBachMaj,_ndPrevBachInst,_ndPrevBachYr,PrevMastfMajor,PrevMastInst,PrevMastYr,_ndPrevMastMajor,_ndPrevMastInstitu,_ndPrevMastYr,PrevDoctMajor,PrevDoctInst,PrevDoctYr,Reason1st,Reason2nd,Reason3rd,ReasonOth,GenRating,FacKnowledge,FacTeaching,FacResInClass,FacOutsideClass,DeptStaff,FacIntSuccess,ApplicCourses,CourseAvail,OppWorkResProj,ClassLabQual,ResLabQual,GrAdvisAvail,GrAdvAdmin,GrAdvPersonal,GrAdvCareerAdv,GeAdvUsefulAccurate,GrAdvPlcmt,MajProfAvail,MajProfAcad,MajProfDis_Thes,MajProfCareerAdv,MajProfUsefulAccurate,MajProfPlcemt,ConfAttnd,ConfPapers,JournlPublicn,NearFuturePlans,FutureRelToDeg,FutureEmployType,Expense,Housing,CulturalOps,SocialOps,Collegiality,InternatStuAcceptance,MinorityAcceptance,LibBooks,LibJournl,LibRef,LibStudy,LibILL,LibUsrAsst,LibHrs,OwnPC,BorrowPC,CompGen,CompUsage,CompLocaOrig,CompLocaNorm,CompAvail,CompQual,CompUsrAsst,UC_SUB,RecCntr,HalthServ,CounselingCntr,CareerP_P,StuPublica,Parking,BusServ,Security,StuAttny,Bookstore,DisabStuSrv,GradAdmis,GradSchool,RegisRegistrar,Bursr,InternatProg,FinAid,ParentsInCollege,FinSupDataQual,Fin_RA,Fin_TA,Fin_GA,Fin_PT,Fin_FT,Fin_Scholarsh,Fin_Spouse,Fin_Parent,Fin_Loan,Fin_Grant,Fin_Trust,Fin_Employer,Fin_Military,Fin_Govt,Fin_Oth,Fin_Credit_Cards,Fin_OthDefined
2002,May,200205,80,AS,PSY,Experimental Psychology,Doct.,M,W,35,No,,Fall,1998,Psychology,?,,N/A,N/A,,?,?,,N/A,N/A,,N/A,N/A,,Family/FriendsRecom'd,Cost,Major program,,4,4,4,4,5,5,5,3,3,4,2,3,5,4,5,4,4,4,5,4,5,4,4,4,,,,New job,Fairly Close,Govt.,5,5,1,2,4,,,1,3,3,2,2,3,4,Yes,Yes,,2,PSY,DEPT-AS-SS,4,4,4,3,5,4,,,,1,,3,,1,,4,3,3,1,,,Bachelor's,OK,,,,,,,,,,,,,1,,,,
2002,May,200205,81,EN,C S,Computer Science,Mast.,M,N,,?,,?,,?,?,,N/A,N/A,,N/A,N/A,,N/A,N/A,,N/A,N/A,,Family/FriendsRecom'd,Scholarship,TA/RA,,3,3,3,2,4,4,3,2,2,1,2,2,3,2,2,2,2,2,4,4,3,3,3,2,,,,New job,Marginal,Industry,5,4,3,4,3,4,4,3,3,3,5,5,4,4,No,No,,4,PE lab,DEPT-AS-HU,3,4,4,5,4,4,,4,,3,4,3,,3,,5,5,,,5,,Some college,OK,0.3,0.6,,,,0.1,,,,,,,,,,,
2002,May,200205,82,EN,C S,Computer Science,Mast.,F,N,,?,,?,,?,?,,N/A,N/A,,N/A,N/A,,N/A,N/A,,N/A,N/A,,Family/FriendsRecom'd,Scholarship,TA/RA,,3,3,3,2,4,4,3,3,3,2,2,3,3,3,3,3,3,2,4,4,3,3,3,2,,,,New job,Marginal,Industry,4,4,3,4,,5,5,4,4,4,4,4,4,4,No,No,,5,PE lab,DEPT-AS-HU,4,3,3,5,5,4,3,3,,3,3,3,,4,,3,5,3,3,4,3,Some college,OK,,0.5,,,,0.5,,,,,,,,,,,
2002,May,200205,83,AG,RWFM,Range Science,Mast.,F,W,,?,,?,,?,?,,N/A,N/A,,N/A,N/A,,N/A,N/A,,N/A,N/A,,Major program,WorkWParticFac,Family/FriendsRecom'd,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,4,,,,Searching,N/A,N/A,1,2,3,4,4,,,4,4,4,4,4,4,4,Yes,No,,5,Lab,DEPT-AG,5,5,5,4,5,,,3,4,3,4,5,,4,,4,5,4,4,,,Professional,No resp.,,,,,,,,,,,,,,,,,
2002,May,200205,84,VPA,MUSIC,Fine Arts - Music,Doct.,F,N,,?,,?,,?,?,,N/A,N/A,,?,?,,N/A,N/A,,N/A,N/A,,ResearchInterest,TA/RA,Scholarship,,4,5,5,5,5,4,5,4,4,5,4,4,5,5,4,4,4,4,5,5,4,4,4,4,,,,Searching,N/A,N/A,4,4,4,4,4,5,5,4,4,4,4,5,4,5,Yes,No,,4,ATLC,ATLC,4,5,5,4,4,4,,5,,1,5,5,,5,,4,5,4,4,5,,Some college,OK,,0.6,,0.2,,0.2,,,,,,,,,,,
2002,May,200205,85,EN,CH E,Chemical Engr.,Mast.,M,N,,?,,?,,?,?,,N/A,N/A,,N/A,N/A,,N/A,N/A,,N/A,N/A,,blank,blank,blank,,4,5,5,4,4,5,4,3,4,4,4,4,3,4,3,3,3,3,3,4,4,3,3,3,,,1,Searching,N/A,N/A,5,4,3,3,4,5,5,4,3,4,4,3,4,4,Yes,Yes,,4,CH E,DEPT-EN,5,5,4,4,5,,,4,,1,,,,4,,5,5,4,4,5,5,Bachelor's,OK,,0.8,,,,,,0.2,,,,,,,,,
2002,May,200205,86,AS,CMLL,German,Mast.,F,N,,?,,?,,?,?,,N/A,N/A,,N/A,N/A,,N/A,N/A,,N/A,N/A,,blank,blank,blank,,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,New job,Very Close,Higher Ed.,1,2,3,3,4,5,4,2,2,2,4,4,4,5,Yes,No,,4,ATLC,ATLC,4,4,4,4,4,5,,,,,,,,4,,4,5,4,4,5,,No college,OK,,1,,,,,,,,,,,,,,,
2002,May,200205,88,AS,ENGL,English,Doct.,M,W,,?,,?,,?,?,,N/A,N/A,,?,?,,N/A,N/A,,N/A,N/A,,Location,Major program,TA/RA,,5,5,5,4,5,5,5,4,4,3,4,4,5,5,5,5,5,5,5,5,5,5,5,5,,,,Cont. Employ.,Very Close,Higher Ed.,4,4,4,4,3,,,4,4,4,4,5,4,4,Yes,Yes,,4,ENGL,DEPT-AS-HU,4,4,4,4,4,4,,,3,2,,4,,3,,5,5,5,5,,,No college,No resp.,,,,,,,,,,,,,,,,,
2002,May,200205,89,HS,ENRHM,RHIM,Mast.,M,W,,?,,?,,?,?,,N/A,N/A,,N/A,N/A,,N/A,N/A,,N/A,N/A,,Major program,Location,PrevAtTTU,,4,4,4,4,5,5,4,4,3,4,3,3,4,4,3,4,5,3,4,4,5,4,4,3,,,,Other,N/A,N/A,3,4,4,4,3,,,2,2,3,3,3,5,4,Yes,Yes,,2,HS,DEPT-HS,4,4,4,3,4,4,4,3,3,2,3,3,1,4,,4,4,4,4,,3,Master's,OK,,,,,0.5,0.1,,0.3,0.1,,,,,,,,
2002,May,200205,90,EN,E E,Electrical Engr.,Mast.,F,N,,?,,?,,?,?,,N/A,N/A,,N/A,N/A,,N/A,N/A,,N/A,N/A,,blank,blank,blank,,5,5,5,5,5,5,5,4,3,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,,,,New job,Very Close,Industry,5,2,2,2,3,5,5,5,5,5,5,5,5,5,No,Yes,,5,E E,DEPT-EN,5,5,5,4,5,5,,4,5,5,5,5,5,5,,5,5,,,,,Master's,OK,,,,,,1,,,,,,,,,,,
2002,May,200205,91,AS,CHEM,Chemistry,Mast.,F,W,25,No,,Spr.,2000,?,?,,N/A,N/A,,N/A,N/A,,N/A,N/A,,N/A,N/A,,PrevAtTTU,TA/RA,Location,,4,5,4,4,4,5,4,3,4,4,4,4,4,4,4,4,4,3,4,4,5,4,4,5,,,,Searching,N/A,N/A,3,3,4,3,3,,,4,4,4,3,4,4,4,Yes,Yes,,4,ATLC,ATLC,5,5,5,4,4,,,4,4,2,,,,3,,4,5,4,5,,,Master's,OK,0.3,0.6,,,,,,0.1,,,,,,,,,
2002,May,200205,92,BA,BA GEN,Business Administration,Doct.,M,N,,?,,?,,?,?,,N/A,N/A,,?,?,,N/A,N/A,,N/A,N/A,,Major program,Cost,Gen. educ. reputation,,2,2,2,1,1,1,3,2,2,1,4,1,5,5,5,5,5,5,1,1,1,1,1,1,,,,New job,Very Close,Higher Ed.,4,4,2,2,2,5,,5,3,3,5,5,5,5,Yes,Yes,,5,ATLC,ATLC,4,4,3,2,2,4,,,4,1,2,4,,1,,,5,4,4,1,1,No college,No resp.,,,,,,,,,,,,,,,,,
2002,May,200205,93,AS,MATH,Statistics,Mast.,F,N,29,No,,Spr.,2000,Chemical Engr.,[China],1994,N/A,N/A,,N/A,N/A,,N/A,N/A,,N/A,N/A,,TA/RA,Major program,Gen. educ. reputation,,4,4,4,3,3,4,1,3,2,2,3,2,4,4,4,2,2,1,3,3,2,1,1,1,,,,Searching,N/A,N/A,4,5,2,2,1,2,2,2,2,2,2,2,2,1,Yes,?,,5,MATH,DEPT-AS-SC,5,3,1,2,1,2,,1,,1,,5,,,,4,2,3,3,3,,Bachelor's,OK,,1,,,,,,,,,,,,,,,
2002,May,200205,94,AG,RWFM,Wildlife Science,Mast.,M,W,28,No,,Fall,1999,Geology,Arizona,1996,N/A,N/A,,N/A,N/A,,N/A,N/A,,N/A,N/A,,TA/RA,ResearchInterest,WorkWParticFac,,2,3,2,4,5,4,3,4,2,5,,,3,3,5,2,3,2,5,5,5,4,4,2,,,3,Searching,N/A,N/A,2,4,3,3,3,,,4,3,3,3,3,3,4,Yes,No,,4,RWFM,DEPT-AG,3,4,3,4,5,,,,4,3,4,,,3,,3,4,4,4,,,Master's,OK,,,,,0.8,0.1,0.1,,,,,,,,,,
2002,May,200205,95,AS,PSY,Experimental Psychology,Doct.,M,W,26,No,,Sum.,1998,Psychology,Olivet,1998,N/A,N/A,,Psychology,TTU,2000,N/A,N/A,,N/A,N/A,,blank,blank,blank,,3,4,3,4,4,5,4,2,2,4,3,5,2,3,3,3,3,1,2,3,3,3,3,1,,,,New job,Fairly Close,Industry,5,5,2,1,3,,,2,4,3,3,4,4,4,Yes,Yes,,3,PSY,DEPT-AS-SS,5,5,2,3,5,,,,,1,3,3,,3,,3,3,,1,5,2,Bachelor's,No resp.,,,,,,,,,,,,,,,,,
2002,May,200205,96,EN,M E,Mechanical Engr.,Doct.,F,N,30,No,,Fall,1998,Mechanical Engr.,[China],1993,N/A,N/A,,Mechanical Engr.,[China],1996,N/A,N/A,,N/A,N/A,,TA/RA,Family/FriendsRecom'd,Location,,4,5,5,5,5,5,4,5,5,4,4,4,5,5,5,5,5,5,5,4,5,4,4,3,,,1,Searching,N/A,N/A,5,5,4,3,4,5,5,3,5,5,5,5,5,5,Yes,No,,5,ATLC,ATLC,5,5,4,4,5,,,,,1,2,5,,3,,5,5,5,5,5,5,Master's,OK,1,,,,,,,,,,,,,,,,
2002,May,200205,97,AS,PHYS,Physics,Doct.,M,N,34,No,,Fall,1997,Physics,[Jordan],1990,N/A,N/A,,Physics,[Jordan],1993,N/A,N/A,,N/A,N/A,,TA/RA,Family/FriendsRecom'd,Scholarship,,5,5,5,5,5,5,5,5,4,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,,,5,New job,Very Close,Higher Ed.,3,3,2,2,3,4,4,5,5,5,4,5,4,4,Yes,Yes,,5,PHYS,DEPT-AS-SC,5,5,5,4,,,,,,4,5,4,,4,,,4,4,4,,,Bachelor's,OK,0.4,0.4,,,,0.1,,0.1,,,,,,,,,
2002,May,200205,98,EN,E E,Electrical Engr.,Mast.,M,N,24,No,,Fall,2000,Chemical Engr.,[Mexico],2000,N/A,N/A,,N/A,N/A,,N/A,N/A,,N/A,N/A,,Scholarship,Other,blank,Internship opportunity,4,5,3,4,2,4,3,4,4,5,4,4,2,2,2,3,4,5,2,2,2,3,4,5,,,,New job,Very Close,Industry,4,4,1,1,2,1,1,4,5,5,4,,4,4,Yes,No,,5,OFFICE,OTH,5,5,5,4,5,4,,1,,3,4,2,4,4,,5,5,,,1,,Master's,OK,,,,,,1,,,,,,,,,,,
2002,May,200205,99,EN,E E,Electrical Engr.,Mast.,M,W,25,No,,Spr.,2000,Electrical Engr.,[Turkey],1999,N/A,N/A,,N/A,N/A,,N/A,N/A,,N/A,N/A,,Family/FriendsRecom'd,blank,blank,,3,3,3,4,4,2,3,3,2,5,3,5,5,3,4,2,4,1,5,3,4,2,4,1,,,,Cont. Educ.,N/A,N/A,1,1,1,1,1,2,,3,3,3,3,4,1,4,Yes,No,,5,E E,DEPT-EN,4,4,2,1,5,4,,,3,,1,,,3,,,,,,,,Bachelor's,OK,0.85,,,,,,,0.05,0.05,,,,,,,0.05,
2002,May,200205,100,AG,RWFM,Wildlife Science,Doct.,M,W,30,No,,Fall,1998,Wildlife Mgt.,Michigan St.,1993,N/A,N/A,,Wildlife,Miss. St.,1995,N/A,N/A,,N/A,N/A,,WorkWParticFac,ResearchInterest,TA/RA,,4,2,1,1,1,4,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,Cont. Educ.,N/A,N/A,1,2,1,3,1,,,4,4,4,4,5,3,2,Yes,No,,2,ATLC,ATLC,3,3,3,3,5,,,,,1,2,3,4,3,,3,4,3,3,,4,Bachelor's,OK,0.6,,,,,,,,0.3,0.1,,,,,,,
2002,May,200205,101,ED,EP&L,Educ. Leadership,Doct.,M,W,46,No,,Spr.,2002,Education,Wayland Baptist,1977,N/A,N/A,,Ed. Admin.,TTU,1981,N/A,N/A,,N/A,N/A,,PrevAtTTU,Major program,Gen. educ. reputation,,5,5,5,4,5,4,5,5,4,4,3,3,5,5,5,4,5,5,5,5,5,5,5,5,,,,Cont. Employ.,Very Close,K-12 Educ.,3,3,3,3,5,,,2,2,2,4,1,3,5,Yes,?,,3,ED,DEPT-ED,4,3,4,5,,,,,4,1,,4,,4,,5,5,5,,,,Master's,OK,,,,,,0.1,0.1,,0.8,,,,,,,,
2002,May,200205,102,VPA,ART,Fine Arts - Art,Doct.,M,W,52,No,,Fall,1997,Art,SFO Acad Art,1984,N/A,N/A,,Art,A&M,1988,N/A,N/A,,N/A,N/A,,Major program,Other,ResearchInterest,Interdisciplinary,2,2,2,2,2,2,3,1,2,2,2,2,2,2,2,2,2,2,3,3,4,3,3,3,,,,Searching,N/A,N/A,2,2,1,1,1,2,,3,3,3,3,2,2,3,Yes,No,,2,ART,DEPT-VPA,3,3,2,2,3,,,,,1,2,3,3,2,3,2,4,2,2,2,1,No college,OK,,0.7,,0.1,,0.1,,,,,0.1,,,,,,
2002,May,200205,103,EN,E E,Electrical Engr.,Mast.,M,N,32,No,,Spr.,2000,Physics,[China],1991,N/A,N/A,,Physics,[China],1994,N/A,N/A,,N/A,N/A,,Scholarship,Cost,Family/FriendsRecom'd,,4,5,4,4,5,4,4,4,4,5,4,4,5,4,4,4,5,4,5,5,5,4,5,4,,,,Cont. Educ.,N/A,N/A,2,4,3,3,3,4,4,4,3,2,4,3,4,4,Yes,No,,4,E E,DEPT-EN,4,4,5,4,1,4,,,2,2,4,4,,4,4,5,5,4,,4,4,No college,OK,0.6,0.05,,,,0.05,0.3,,,,,,,,,,
2002,May,200205,104,AS,CHEM,Chemistry,Doct.,M,N,34,No,,Sum.,1998,Chemistry,[Korea],1991,N/A,N/A,,Chemistry,[Korea],1993,N/A,N/A,,N/A,N/A,,Family/FriendsRecom'd,FacultyRecommended,Cost,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,2,Cont. Educ.,N/A,N/A,5,4,3,3,4,5,5,3,4,3,3,4,4,3,Yes,Yes,,5,CHEM,DEPT-AS-SC,5,5,5,3,5,4,4,,,2,3,,,3,,4,4,4,,,,No college,OK,1,,,,,,,,,,,,,,,,
2002,May,200205,105,AS,COMS,Comm. Studies,Mast.,F,W,,?,,?,,Communications,Columbus St.,2000,N/A,N/A,,N/A,N/A,,N/A,N/A,,N/A,N/A,,TA/RA,Gen. educ. reputation,Cost,,4,5,4,4,5,5,5,4,4,4,2,2,1,3,1,1,3,1,5,5,5,4,5,3,,,,Searching,N/A,N/A,3,3,3,3,4,,,4,4,4,4,4,3,4,Yes,Yes,,2,ATLC,ATLC,4,3,3,5,4,4,,,4,3,4,,,4,,5,5,3,,,,Bachelor's,No resp.,,,,,,,,,,,,,,,,,
2002,May,200205,106,EN,C E,Civil Engineering,Mast.,F,N,28,No,,Spr.,2000,Civil Engr.,[Bangladesh],1998,N/A,N/A,,N/A,N/A,,N/A,N/A,,N/A,N/A,,TA/RA,Family/FriendsRecom'd,Facilities,,4,4,2,3,2,4,2,2,2,2,2,2,3,3,2,3,3,2,3,3,3,3,3,2,,,,New job,Very Close,Other,3,3,3,4,4,4,4,3,3,3,5,5,5,5,Yes,No,,5,CE lab,DEPT-EN,5,5,5,2,3,4,,4,,1,5,5,,4,,3,3,4,4,4,4,Master's,No resp.,,,,,,,,,,,,,,,,,
2002,May,200205,107,AS,PHYS,Physics,Doct.,M,W,37,No,,Fall,1988,Physics,TTU,1987,N/A,N/A,,?,?,,N/A,N/A,,N/A,N/A,,Cost,EmployedLubbock,Scholarship,,4,4,4,4,3,4,5,4,4,5,3,3,3,4,3,3,4,4,4,4,5,5,4,4,,,,Cont. Employ.,Marginal,Industry,3,3,3,3,3,,,3,2,3,2,5,4,5,Yes,Yes,,3,ATLC,ATLC,3,3,2,3,4,,,3,4,1,3,3,,4,,4,4,3,3,,,Some college,OK,0.2,,,,,,,,,0.8,,,,,,,
2002,May,200205,108,AR,ARCH,Architecture,Mast.,F,W,37,No,,Fall,1999,Social Work,WTA&M,1987,N/A,N/A,,N/A,N/A,,N/A,N/A,,N/A,N/A,,Major program,Location,Cost,,5,5,4,2,,5,5,4,3,4,4,4,5,5,5,4,5,4,5,5,5,5,5,5,,,,Cont. Employ.,Very Close,Business,3,,4,4,5,,,4,4,4,4,4,4,4,Yes,Yes,,2,ATLC,ATLC,3,4,4,4,,,,,4,1,,,,5,,4,5,4,4,,3,No college,No resp.,,,,,,,,,,,,,,,,,
2002,May,200205,109,EN,C S,Computer Science,Mast.,F,N,24,No,,Sum.,2000,Chemical Engr.,[India],1999,N/A,N/A,,N/A,N/A,,N/A,N/A,,N/A,N/A,,WorkWParticFac,blank,blank,,3,4,4,4,5,5,5,4,2,4,4,4,5,5,4,4,5,,5,5,5,5,5,,,,,Cont. Educ.,N/A,N/A,2,2,2,2,2,4,,2,,,4,4,4,4,Yes,Yes,,5,CS lab,DEPT-EN,4,4,4,4,4,4,,4,,,,,,4,,3,3,3,4,4,,Master's,OK,1,,,,,,,,,,,,,,,,
2002,May,200205,110,HS,ENRHM,Food & Nutrition,Mast.,F,W,25,No,,Fall,1999,F&N,TWU,1999,N/A,N/A,,N/A,N/A,,N/A,N/A,,N/A,N/A,,Major program,TA/RA,Other,Convenience,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,,,,Searching,N/A,N/A,2,2,3,3,3,,,1,1,1,3,5,4,4,Yes,No,,3,HS,DEPT-HS,4,4,3,,4,,,,,1,2,,,3,,1,1,4,4,,1,Bachelor's,No resp.,,,,,,,,,,,,,,,,,
2002,May,200205,111,AG,PSS,Agronomy,Doct.,M,N,36,No,,Spr.,1997,Botany,[Korea],1988,N/A,N/A,,Botany,[Korea],1992,N/A,N/A,,N/A,N/A,,TA/RA,FacultyRecommended,Cost,,3,3,3,3,3,4,4,3,3,3,3,2,3,2,3,4,4,3,3,2,3,3,3,4,,,1,New job,Very Close,Govt.,4,4,3,3,3,4,4,3,3,3,3,3,3,3,Yes,Yes,,5,BA,BA,3,2,3,4,5,4,3,3,3,3,3,4,3,2,3,4,4,3,3,4,3,Bachelor's,OK,0.8,,,,,0.1,0.1,,,,,,,,,,
2002,May,200205,112,AS,MATH,Mathematics,Doct.,M,W,30,No,,Sum.,1997,Mathematics,Angelo State,1993,N/A,N/A,,?,?,,N/A,N/A,,N/A,N/A,,TA/RA,Scholarship,Other,Recommendation of undergrad advisor,5,5,5,5,5,5,5,5,4,5,4,,5,4,5,5,5,5,5,5,5,5,5,5,,,,New job,Very Close,Higher Ed.,2,3,3,3,5,,,4,4,4,4,5,4,4,Yes,?,,5,MATH,DEPT-AS-SC,5,5,3,3,5,,,3,2,2,3,5,,3,,4,4,4,4,,4,Bachelor's,OK,,0.3,,,,0.05,0.6,,0.05,,,,,,,,
2002,May,200205,113,AG,RWFM,Fisheries Science,Mast.,M,W,24,No,,Sum.,2002,?,Connecticut,1999,N/A,N/A,,N/A,N/A,,N/A,N/A,,N/A,N/A,,ResearchInterest,TA/RA,Major program,,,5,4,5,5,5,5,4,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,Cont. Educ.,N/A,N/A,3,4,3,2,4,,,1,1,2,3,1,2,4,Yes,No,,3,ATLC,ATLC,5,4,4,4,5,,,,4,1,2,3,,4,,4,4,4,4,4,1,No college,OK,0.6,,,,,0.1,,,0.3,,,,,,,,
2002,May,200205,114,AS,ENGL,English,Mast.,F,W,26,No,,Sum.,2000,English,Texas,1998,N/A,N/A,,N/A,N/A,,N/A,N/A,,N/A,N/A,,blank,blank,blank,,5,5,5,5,5,5,5,5,4,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,,,,Cont. Educ.,N/A,N/A,4,3,3,4,5,,,4,4,4,3,3,5,3,Yes,?,,5,ENGL,DEPT-AS-HU,3,3,3,,,,,,4,1,,,,5,,5,4,,,,,Bachelor's,No resp.,,,,,,,,,,,,,,,,,
2002,May,200205,115,AG,RWFM,Wildlife Science,Doct.,M,W,29,No,,Spr.,2002,Biology,Kansas,1995,N/A,N/A,,Biology,Kansas St.,1998,N/A,N/A,,N/A,N/A,,WorkWParticFac,TA/RA,Major program,,4,4,5,4,5,5,4,3,3,5,4,3,5,5,4,4,5,5,5,5,4,4,5,5,,,23,Other,N/A,N/A,4,4,2,3,,,,3,3,4,4,3,3,4,Yes,No,,5,ATLC,ATLC,5,4,5,3,,,,,,,4,,,4,,4,4,,,5,,Bachelor's,OK,0.8,,,,,,,0.2,,,,,,,,,
2002,May,200205,116,AS,POLS,Political Science,Doct.,M,W,31,No,,Fall,,Political Sci.,St. Norbert,1992,N/A,N/A,,PLS,Wisconsin-Milw.,1994,N/A,N/A,,N/A,N/A,,Scholarship,TA/RA,FacultyRecommended,,5,5,5,5,4,5,5,5,4,4,3,4,4,4,4,4,5,4,5,5,5,4,4,4,,,2,Searching,N/A,N/A,3,3,1,2,1,,,4,4,4,3,3,3,3,No,?,,5,HH,HH,4,3,3,3,,4,5,,4,,3,3,,3,,4,4,4,4,,4,No college,OK,,0.75,,,0.05,0.05,,0.05,0.05,0.05,,,,,,,
2002,May,200205,117,EN,C E,Civil Engineering,Mast.,F,W,45,No,,Spr.,1996,Engineering,?,,N/A,N/A,,N/A,N/A,,N/A,N/A,,N/A,N/A,,Major program,Location,Cost,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,Cont. Employ.,Marginal,?,4,3,4,4,4,,,5,5,5,5,5,5,5,Yes,No,,4,C E,DEPT-EN,,,,,5,5,,,,3,4,4,,5,,4,5,5,5,,5,Professional,OK,0.1,,,0.35,,,0.1,,0.35,0.1,,,,,,,
2002,May,200205,118,AG,PSS,Crop Science,Mast.,M,W,36,No,,Fall,1998,Agriculture,Cameron U,1988,N/A,N/A,,N/A,N/A,,N/A,N/A,,N/A,N/A,,EmployedLubbock,ResearchInterest,WorkWParticFac,,4,4,4,3,5,4,5,5,5,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,,,,Cont. Educ.,N/A,N/A,,,,,,,,5,5,5,5,5,5,5,Yes,Yes,,1,N/A,N/A,,,,,,,,,,1,,,,4,,4,4,4,4,,,No college,OK,,,,,0.5,,,,0.5,,,,,,,,
2002,May,200205,119,AS,ETOX,Envir. Toxicology,Mast.,M,W,32,No,,Sum.,1999,Wildlife,TTU,1999,N/A,N/A,,N/A,N/A,,N/A,N/A,,N/A,N/A,,ResearchInterest,Major program,PrevAtTTU,,4,5,4,4,5,5,5,5,4,5,4,5,5,4,5,4,4,4,5,4,5,4,4,4,,,,Cont. Educ.,N/A,N/A,4,4,3,3,4,,,4,4,4,4,4,4,4,Yes,Yes,,4,ATLC,ATLC,4,4,4,3,5,3,4,,,4,4,4,4,4,,4,4,4,4,4,4,Professional,OK,0.5,,,,,0.5,,,,,,,,,,,
2002,May,200205,120,MC,MCOM,Mass Comm.,Mast.,F,W,23,No,,Spr.,2001,Mass Comm.,Midwestern St,2000,N/A,N/A,,N/A,N/A,,N/A,N/A,,N/A,N/A,,Major program,Scholarship,Location,,4,4,4,4,3,4,4,4,5,4,4,3,4,4,3,3,4,3,5,4,4,3,4,3,,,,Searching,N/A,N/A,4,4,3,3,3,,,4,5,5,4,5,4,4,No,Yes,,5,Other,OTH,4,4,4,,5,,,,,3,5,,,5,,,5,4,,,5,Bachelor's,No resp.,,,,,,,,,,,,,,,,,
2002,May,200205,121,AG,AAEC,Ag. & Applied Eco.,Mast.,M,N,28,No,,Spr.,2000,Agriculture,?,,N/A,N/A,,N/A,N/A,,N/A,N/A,,N/A,N/A,,TA/RA,WorkWParticFac,FacultyRecommended,,4,3,3,3,3,5,5,3,3,5,3,3,5,5,5,5,5,5,5,5,5,5,5,5,,,,Cont. Educ.,N/A,N/A,3,5,1,2,3,4,,3,2,2,3,4,5,5,No,Yes,,5,AAEC,DEPT-AG,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,Bachelor's,OK,1,,,,,,,,,,,,,,,,
2002,May,200205,122,AS,CMLL,Spanish,Doct.,F,W,48,No,,Fall,1994,Spanish,McMurry,1991,N/A,N/A,,Spanish,TTU,1994,N/A,N/A,,N/A,N/A,,Major program,Location,Family/FriendsRecom'd,,4,5,5,4,4,5,5,4,4,4,5,5,5,5,5,4,4,3,5,5,5,5,5,5,,,,Cont. Employ.,Very Close,Higher Ed.,4,4,4,4,4,4,,5,4,4,4,5,4,3,Yes,?,,4,ATLC,ATLC,4,4,4,4,4,,,,,3,3,4,,5,,5,5,4,3,4,3,No college,OK,,0.05,,0.3,0.05,0.05,0.5,,0.05,,,,,,,,
2002,May,200205,123,HS,ENRHM,RHIM,Mast.,M,N,29,No,,Spr.,2000,F&N,[China],,N/A,N/A,,N/A,N/A,,N/A,N/A,,N/A,N/A,,Other,Major program,ResearchInterest,Late application deadline,3,3,3,4,3,3,4,4,2,3,3,3,4,4,4,4,4,4,2,2,2,2,2,2,,,1,Cont. Educ.,N/A,N/A,5,4,3,3,4,4,4,1,1,2,3,3,4,3,Yes,Yes,,5,Other,OTH,4,4,4,4,4,5,4,3,3,2,4,5,4,4,4,4,4,4,3,3,3,Master's,OK,,,,,,0.2,,0.8,,,,,,,,,
2002,May,200205,124,MC,MCOM,Mass Comm.,Mast.,F,W,24,No,,Fall,1999,Communications,Austin C.,1998,N/A,N/A,,N/A,N/A,,N/A,N/A,,N/A,N/A,,Cost,Major program,Location,,4,5,4,4,5,5,5,4,3,4,3,5,5,5,5,3,4,3,5,5,5,5,5,5,,,,Cont. Employ.,Very Close,Business,3,4,2,4,1,,,4,3,4,5,4,4,5,Yes,Yes,,3,MCOM,DEPT-MC,4,5,3,5,,5,,4,4,1,3,5,,3,,4,4,4,4,,5,Some college,OK,,,,,0.3,0.05,,,0.6,0.05,,,,,,,
